respondent_id,h1n1_vaccine,seasonal_vaccine,xyz_vaccine
29427,0.5,0.77,0.44
29428,0.5,0.17,0.03
29429,0.5,0.9,0.23
29430,0.5,0.64,0.08
29431,0.5,0.54,0.08
29432,0.5,0.87,0.13
29433,0.5,0.75,0.32
29434,0.5,0.18,0.11
29435,0.5,0.68,0.04
29436,0.5,0.2,0.1
29437,0.5,0.98,0.9
29438,0.5,0.57,0.23
29439,0.5,0.17,0.2
29440,0.5,0.93,0.1
29441,0.5,0.67,0.11
29442,0.5,0.86,0.78
29443,0.5,0.21,0.02
29444,0.5,0.93,0.63
29445,0.5,0.65,0.15
29446,0.5,0.24,0.1
29447,0.5,0.56,0.27
29448,0.5,0.07,0.02
29449,0.5,0.21,0.08
29450,0.5,0.92,0.08
29451,0.5,0.39,0.2
29452,0.5,0.38,0.25
29453,0.5,0.85,0.03
29454,0.5,0.16,0.05
29455,0.5,0.48,0.11
29456,0.5,0.66,0.45
29457,0.5,0.1,0.04
29458,0.5,0.17,0.08
29459,0.5,0.67,0.4
29460,0.5,0.92,0.83
29461,0.5,0.15,0.02
29462,0.5,0.04,0.01
29463,0.5,0.79,0.57
29464,0.5,0.64,0.57
29465,0.5,0.52,0.03
29466,0.5,0.71,0.07
29467,0.5,0.54,0.28
29468,0.5,0.25,0.04
29469,0.5,0.73,0.43
29470,0.5,0.24,0.11
29471,0.5,0.85,0.75
29472,0.5,0.12,0.06
29473,0.5,0.2,0.09
29474,0.5,0.6,0.14
29475,0.5,0.81,0.62
29476,0.5,0.55,0.06
29477,0.5,0.11,0.03
29478,0.5,0.14,0.08
29479,0.5,0.64,0.03
29480,0.5,0.63,0.13
29481,0.5,0.8,0.15
29482,0.5,0.51,0.31
29483,0.5,0.68,0.05
29484,0.5,0.33,0.29
29485,0.5,0.89,0.42
29486,0.5,0.67,0.65
29487,0.5,0.6,0.1
29488,0.5,0.47,0.39
29489,0.5,0.11,0.01
29490,0.5,0.82,0.18
29491,0.5,0.26,0.29
29492,0.5,0.8,0.68
29493,0.5,0.19,0.09
29494,0.5,0.71,0.08
29495,0.5,0.89,0.59
29496,0.5,0.2,0.21
29497,0.5,0.05,0.03
29498,0.5,0.79,0.79
29499,0.5,0.06,0.05
29500,0.5,0.47,0.15
29501,0.5,0.01,0.03
29502,0.5,0.6,0.3
29503,0.5,0.19,0.22
29504,0.5,0.51,0.68
29505,0.5,0.51,0.1
29506,0.5,0.04,0.03
29507,0.5,0.61,0.1
29508,0.5,0.29,0.2
29509,0.5,0.48,0.11
29510,0.5,0.82,0.25
29511,0.5,0.48,0.33
29512,0.5,0.24,0.06
29513,0.5,0.27,0.22
29514,0.5,0.16,0.11
29515,0.5,0.31,0.06
29516,0.5,0.55,0.25
29517,0.5,0.39,0.16
29518,0.5,0.37,0.05
29519,0.5,0.13,0.16
29520,0.5,0.05,0.05
29521,0.5,0.33,0.14
29522,0.5,0.33,0.06
29523,0.5,0.35,0.13
29524,0.5,0.21,0.03
29525,0.5,0.15,0.1
29526,0.5,0.43,0.02
29527,0.5,0.16,0.05
29528,0.5,0.57,0.39
29529,0.5,0.58,0.62
29530,0.5,0.42,0.2
29531,0.5,0.42,0.23
29532,0.5,0.06,0.0
29533,0.5,0.32,0.06
29534,0.5,0.38,0.09
29535,0.5,0.26,0.07
29536,0.5,0.63,0.04
29537,0.5,0.73,0.34
29538,0.5,0.09,0.14
29539,0.5,0.37,0.18
29540,0.5,0.38,0.11
29541,0.5,0.63,0.21
29542,0.5,0.07,0.03
29543,0.5,0.17,0.12
29544,0.5,0.69,0.49
29545,0.5,0.59,0.24
29546,0.5,0.73,0.44
29547,0.5,0.49,0.09
29548,0.5,0.16,0.03
29549,0.5,0.54,0.09
29550,0.5,0.13,0.03
29551,0.5,0.18,0.07
29552,0.5,0.87,0.41
29553,0.5,0.72,0.4
29554,0.5,0.59,0.23
29555,0.5,0.71,0.44
29556,0.5,0.78,0.53
29557,0.5,0.24,0.21
29558,0.5,0.66,0.17
29559,0.5,0.23,0.17
29560,0.5,0.56,0.37
29561,0.5,0.06,0.0
29562,0.5,0.31,0.39
29563,0.5,0.21,0.12
29564,0.5,0.82,0.41
29565,0.5,0.42,0.07
29566,0.5,0.26,0.2
29567,0.5,0.69,0.13
29568,0.5,0.96,0.13
29569,0.5,0.44,0.15
29570,0.5,0.09,0.0
29571,0.5,0.8,0.17
29572,0.5,0.69,0.61
29573,0.5,0.64,0.59
29574,0.5,0.5,0.34
29575,0.5,0.18,0.09
29576,0.5,0.32,0.1
29577,0.5,0.83,0.6
29578,0.5,0.31,0.07
29579,0.5,0.11,0.07
29580,0.5,0.02,0.01
29581,0.5,0.83,0.65
29582,0.5,0.82,0.4
29583,0.5,0.93,0.72
29584,0.5,0.55,0.11
29585,0.5,0.26,0.11
29586,0.5,0.81,0.58
29587,0.5,0.67,0.04
29588,0.5,0.25,0.07
29589,0.5,0.88,0.11
29590,0.5,0.65,0.15
29591,0.5,0.44,0.13
29592,0.5,0.68,0.37
29593,0.5,0.59,0.12
29594,0.5,0.76,0.14
29595,0.5,0.87,0.48
29596,0.5,0.2,0.2
29597,0.5,0.74,0.28
29598,0.5,0.32,0.02
29599,0.5,0.64,0.08
29600,0.5,0.22,0.11
29601,0.5,0.76,0.59
29602,0.5,0.74,0.31
29603,0.5,0.37,0.21
29604,0.5,0.14,0.05
29605,0.5,0.08,0.13
29606,0.5,0.14,0.04
29607,0.5,0.09,0.04
29608,0.5,0.8,0.13
29609,0.5,0.1,0.07
29610,0.5,0.16,0.19
29611,0.5,0.26,0.13
29612,0.5,0.17,0.02
29613,0.5,0.65,0.56
29614,0.5,0.07,0.01
29615,0.5,0.75,0.66
29616,0.5,0.76,0.16
29617,0.5,0.84,0.57
29618,0.5,0.16,0.04
29619,0.5,0.71,0.55
29620,0.5,0.72,0.59
29621,0.5,0.55,0.19
29622,0.5,0.17,0.05
29623,0.5,0.71,0.7
29624,0.5,0.19,0.08
29625,0.5,0.39,0.35
29626,0.5,0.39,0.07
29627,0.5,0.36,0.03
29628,0.5,0.44,0.17
29629,0.5,0.83,0.14
29630,0.5,0.43,0.0
29631,0.5,0.16,0.14
29632,0.5,0.81,0.41
29633,0.5,0.32,0.03
29634,0.5,0.89,0.8
29635,0.5,0.07,0.04
29636,0.5,0.38,0.02
29637,0.5,0.72,0.29
29638,0.5,0.84,0.25
29639,0.5,0.72,0.46
29640,0.5,0.14,0.05
29641,0.5,0.75,0.2
29642,0.5,0.9,0.53
29643,0.5,0.37,0.27
29644,0.5,0.58,0.45
29645,0.5,0.82,0.55
29646,0.5,0.35,0.22
29647,0.5,0.94,0.78
29648,0.5,0.83,0.39
29649,0.5,0.16,0.06
29650,0.5,0.87,0.25
29651,0.5,0.53,0.15
29652,0.5,0.1,0.05
29653,0.5,0.64,0.08
29654,0.5,0.36,0.08
29655,0.5,0.67,0.11
29656,0.5,0.19,0.12
29657,0.5,0.8,0.29
29658,0.5,0.46,0.07
29659,0.5,0.05,0.01
29660,0.5,0.09,0.02
29661,0.5,0.2,0.04
29662,0.5,0.9,0.48
29663,0.5,0.72,0.31
29664,0.5,0.06,0.04
29665,0.5,0.17,0.14
29666,0.5,0.07,0.01
29667,0.5,0.68,0.12
29668,0.5,0.57,0.25
29669,0.5,0.14,0.05
29670,0.5,0.08,0.12
29671,0.5,0.09,0.03
29672,0.5,0.03,0.01
29673,0.5,0.52,0.38
29674,0.5,0.46,0.28
29675,0.5,0.77,0.39
29676,0.5,0.36,0.11
29677,0.5,0.96,0.34
29678,0.5,0.28,0.13
29679,0.5,0.06,0.01
29680,0.5,0.8,0.46
29681,0.5,0.75,0.02
29682,0.5,0.3,0.23
29683,0.5,0.37,0.09
29684,0.5,0.74,0.23
29685,0.5,0.53,0.57
29686,0.5,0.7,0.11
29687,0.5,0.46,0.36
29688,0.5,0.68,0.39
29689,0.5,0.05,0.05
29690,0.5,0.58,0.5
29691,0.5,0.83,0.78
29692,0.5,0.7,0.08
29693,0.5,0.66,0.08
29694,0.5,0.07,0.07
29695,0.5,0.47,0.34
29696,0.5,0.89,0.09
29697,0.5,0.09,0.07
29698,0.5,0.18,0.24
29699,0.5,0.62,0.1
29700,0.5,0.18,0.16
29701,0.5,0.14,0.24
29702,0.5,0.07,0.01
29703,0.5,0.69,0.35
29704,0.5,0.24,0.07
29705,0.5,0.91,0.12
29706,0.5,0.26,0.01
29707,0.5,0.31,0.15
29708,0.5,0.89,0.37
29709,0.5,0.26,0.13
29710,0.5,0.34,0.13
29711,0.5,0.13,0.02
29712,0.5,0.49,0.06
29713,0.5,0.6,0.23
29714,0.5,0.47,0.33
29715,0.5,0.95,0.06
29716,0.5,0.68,0.34
29717,0.5,0.09,0.19
29718,0.5,0.07,0.02
29719,0.5,0.85,0.48
29720,0.5,0.88,0.79
29721,0.5,0.17,0.04
29722,0.5,0.35,0.18
29723,0.5,0.16,0.01
29724,0.5,0.55,0.23
29725,0.5,0.59,0.14
29726,0.5,0.55,0.04
29727,0.5,0.61,0.48
29728,0.5,0.7,0.06
29729,0.5,0.05,0.08
29730,0.5,0.16,0.14
29731,0.5,0.16,0.07
29732,0.5,0.14,0.06
29733,0.5,0.74,0.1
29734,0.5,0.89,0.07
29735,0.5,0.54,0.28
29736,0.5,0.83,0.2
29737,0.5,0.9,0.08
29738,0.5,0.53,0.11
29739,0.5,0.1,0.05
29740,0.5,0.95,0.13
29741,0.5,0.64,0.51
29742,0.5,0.12,0.1
29743,0.5,0.13,0.15
29744,0.5,0.17,0.08
29745,0.5,0.22,0.05
29746,0.5,0.1,0.05
29747,0.5,0.25,0.04
29748,0.5,0.05,0.02
29749,0.5,0.62,0.07
29750,0.5,0.14,0.13
29751,0.5,0.19,0.2
29752,0.5,0.75,0.4
29753,0.5,0.67,0.41
29754,0.5,0.74,0.18
29755,0.5,0.11,0.05
29756,0.5,0.81,0.55
29757,0.5,0.71,0.47
29758,0.5,0.8,0.05
29759,0.5,0.15,0.05
29760,0.5,0.19,0.05
29761,0.5,0.65,0.33
29762,0.5,0.11,0.25
29763,0.5,0.41,0.07
29764,0.5,0.73,0.58
29765,0.5,0.07,0.09
29766,0.5,0.52,0.07
29767,0.5,0.27,0.08
29768,0.5,0.5,0.13
29769,0.5,0.78,0.48
29770,0.5,0.37,0.18
29771,0.5,0.89,0.71
29772,0.5,0.92,0.13
29773,0.5,0.98,0.13
29774,0.5,0.77,0.26
29775,0.5,0.82,0.24
29776,0.5,0.19,0.11
29777,0.5,0.34,0.22
29778,0.5,0.8,0.6
29779,0.5,0.12,0.08
29780,0.5,0.63,0.28
29781,0.5,0.33,0.26
29782,0.5,0.55,0.21
29783,0.5,0.75,0.4
29784,0.5,0.0,0.01
29785,0.5,0.82,0.42
29786,0.5,0.28,0.11
29787,0.5,0.59,0.22
29788,0.5,0.95,0.8
29789,0.5,0.59,0.4
29790,0.5,0.16,0.02
29791,0.5,0.44,0.19
29792,0.5,0.6,0.66
29793,0.5,0.29,0.06
29794,0.5,0.31,0.07
29795,0.5,0.25,0.2
29796,0.5,0.21,0.06
29797,0.5,0.54,0.42
29798,0.5,0.7,0.19
29799,0.5,0.09,0.09
29800,0.5,0.29,0.15
29801,0.5,0.81,0.76
29802,0.5,0.5,0.15
29803,0.5,0.32,0.26
29804,0.5,0.78,0.37
29805,0.5,0.52,0.19
29806,0.5,0.44,0.16
29807,0.5,0.76,0.87
29808,0.5,0.25,0.05
29809,0.5,0.11,0.06
29810,0.5,0.15,0.23
29811,0.5,0.2,0.04
29812,0.5,0.33,0.21
29813,0.5,0.3,0.1
29814,0.5,0.51,0.23
29815,0.5,0.83,0.31
29816,0.5,0.42,0.13
29817,0.5,0.31,0.02
29818,0.5,0.79,0.27
29819,0.5,0.68,0.21
29820,0.5,0.52,0.1
29821,0.5,0.24,0.19
29822,0.5,0.48,0.22
29823,0.5,0.69,0.22
29824,0.5,0.27,0.19
29825,0.5,0.65,0.15
29826,0.5,0.41,0.15
29827,0.5,0.83,0.13
29828,0.5,0.83,0.48
29829,0.5,0.27,0.11
29830,0.5,0.54,0.15
29831,0.5,0.71,0.1
29832,0.5,0.86,0.43
29833,0.5,0.67,0.48
29834,0.5,0.04,0.12
29835,0.5,0.79,0.52
29836,0.5,0.57,0.09
29837,0.5,0.1,0.13
29838,0.5,0.58,0.15
29839,0.5,0.23,0.19
29840,0.5,0.74,0.23
29841,0.5,0.66,0.43
29842,0.5,0.39,0.1
29843,0.5,0.7,0.38
29844,0.5,0.12,0.06
29845,0.5,0.43,0.25
29846,0.5,0.09,0.03
29847,0.5,0.14,0.06
29848,0.5,0.19,0.06
29849,0.5,0.71,0.08
29850,0.5,0.81,0.57
29851,0.5,0.23,0.06
29852,0.5,0.58,0.29
29853,0.5,0.15,0.03
29854,0.5,0.63,0.29
29855,0.5,0.68,0.36
29856,0.5,0.47,0.32
29857,0.5,0.27,0.14
29858,0.5,0.35,0.3
29859,0.5,0.87,0.57
29860,0.5,0.69,0.1
29861,0.5,0.8,0.16
29862,0.5,0.53,0.16
29863,0.5,0.82,0.17
29864,0.5,0.89,0.88
29865,0.5,0.02,0.01
29866,0.5,0.27,0.12
29867,0.5,0.56,0.18
29868,0.5,0.99,0.12
29869,0.5,0.9,0.85
29870,0.5,0.24,0.08
29871,0.5,0.83,0.13
29872,0.5,0.16,0.05
29873,0.5,0.14,0.14
29874,0.5,0.9,0.05
29875,0.5,0.71,0.38
29876,0.5,0.36,0.08
29877,0.5,0.38,0.24
29878,0.5,0.82,0.52
29879,0.5,0.61,0.29
29880,0.5,0.71,0.12
29881,0.5,0.62,0.38
29882,0.5,0.48,0.24
29883,0.5,0.42,0.23
29884,0.5,0.12,0.09
29885,0.5,0.89,0.1
29886,0.5,0.25,0.12
29887,0.5,0.58,0.49
29888,0.5,0.69,0.06
29889,0.5,0.19,0.07
29890,0.5,0.53,0.18
29891,0.5,0.48,0.1
29892,0.5,0.99,0.25
29893,0.5,0.74,0.15
29894,0.5,0.48,0.15
29895,0.5,0.27,0.11
29896,0.5,0.09,0.12
29897,0.5,0.1,0.14
29898,0.5,0.33,0.09
29899,0.5,0.93,0.08
29900,0.5,0.69,0.61
29901,0.5,0.77,0.35
29902,0.5,0.89,0.17
29903,0.5,0.82,0.12
29904,0.5,0.6,0.15
29905,0.5,0.47,0.22
29906,0.5,0.68,0.39
29907,0.5,0.79,0.05
29908,0.5,0.55,0.26
29909,0.5,0.6,0.15
29910,0.5,0.86,0.54
29911,0.5,0.15,0.04
29912,0.5,0.25,0.17
29913,0.5,0.37,0.48
29914,0.5,0.76,0.47
29915,0.5,0.24,0.11
29916,0.5,0.07,0.14
29917,0.5,0.47,0.11
29918,0.5,0.84,0.48
29919,0.5,0.19,0.07
29920,0.5,0.68,0.27
29921,0.5,0.4,0.22
29922,0.5,0.8,0.68
29923,0.5,0.19,0.19
29924,0.5,0.46,0.44
29925,0.5,0.22,0.1
29926,0.5,0.49,0.23
29927,0.5,0.68,0.5
29928,0.5,0.5,0.18
29929,0.5,0.63,0.08
29930,0.5,0.8,0.34
29931,0.5,0.62,0.53
29932,0.5,0.74,0.11
29933,0.5,0.73,0.18
29934,0.5,0.83,0.12
29935,0.5,0.95,0.83
29936,0.5,0.2,0.12
29937,0.5,0.36,0.35
29938,0.5,0.33,0.27
29939,0.5,0.82,0.3
29940,0.5,0.19,0.12
29941,0.5,0.41,0.3
29942,0.5,0.65,0.53
29943,0.5,0.41,0.35
29944,0.5,0.22,0.23
29945,0.5,0.7,0.29
29946,0.5,0.75,0.2
29947,0.5,0.13,0.21
29948,0.5,0.01,0.01
29949,0.5,0.67,0.31
29950,0.5,0.87,0.46
29951,0.5,0.56,0.17
29952,0.5,0.94,0.4
29953,0.5,0.69,0.09
29954,0.5,0.08,0.09
29955,0.5,0.38,0.3
29956,0.5,0.33,0.37
29957,0.5,0.58,0.05
29958,0.5,0.44,0.32
29959,0.5,0.12,0.12
29960,0.5,0.19,0.16
29961,0.5,0.74,0.04
29962,0.5,0.89,0.31
29963,0.5,0.65,0.42
29964,0.5,0.45,0.17
29965,0.5,0.17,0.06
29966,0.5,0.53,0.14
29967,0.5,0.84,0.1
29968,0.5,0.86,0.12
29969,0.5,0.74,0.46
29970,0.5,0.81,0.21
29971,0.5,0.07,0.02
29972,0.5,0.06,0.03
29973,0.5,0.14,0.1
29974,0.5,0.37,0.39
29975,0.5,0.68,0.37
29976,0.5,0.83,0.24
29977,0.5,0.18,0.18
29978,0.5,0.52,0.39
29979,0.5,0.79,0.04
29980,0.5,0.72,0.38
29981,0.5,0.7,0.07
29982,0.5,0.37,0.14
29983,0.5,0.49,0.12
29984,0.5,0.14,0.03
29985,0.5,0.83,0.21
29986,0.5,0.99,0.75
29987,0.5,0.04,0.03
29988,0.5,0.66,0.27
29989,0.5,0.16,0.09
29990,0.5,0.1,0.02
29991,0.5,0.19,0.05
29992,0.5,0.11,0.05
29993,0.5,0.06,0.03
29994,0.5,0.14,0.2
29995,0.5,0.34,0.18
29996,0.5,0.35,0.12
29997,0.5,0.89,0.43
29998,0.5,0.15,0.12
29999,0.5,0.52,0.39
30000,0.5,0.23,0.32
30001,0.5,0.69,0.62
30002,0.5,0.67,0.41
30003,0.5,0.84,0.57
30004,0.5,0.88,0.31
30005,0.5,0.78,0.37
30006,0.5,0.79,0.14
30007,0.5,0.52,0.13
30008,0.5,0.38,0.14
30009,0.5,0.6,0.29
30010,0.5,0.6,0.09
30011,0.5,0.44,0.04
30012,0.5,0.8,0.31
30013,0.5,0.04,0.01
30014,0.5,0.49,0.11
30015,0.5,0.47,0.27
30016,0.5,0.39,0.07
30017,0.5,0.83,0.23
30018,0.5,0.74,0.06
30019,0.5,0.73,0.4
30020,0.5,0.16,0.07
30021,0.5,0.46,0.16
30022,0.5,0.45,0.11
30023,0.5,0.61,0.26
30024,0.5,0.68,0.24
30025,0.5,0.11,0.01
30026,0.5,0.4,0.36
30027,0.5,0.14,0.04
30028,0.5,0.55,0.25
30029,0.5,0.13,0.05
30030,0.5,0.22,0.0
30031,0.5,0.13,0.01
30032,0.5,0.1,0.04
30033,0.5,0.2,0.17
30034,0.5,0.59,0.3
30035,0.5,0.09,0.04
30036,0.5,0.07,0.03
30037,0.5,0.78,0.25
30038,0.5,0.21,0.17
30039,0.5,0.23,0.14
30040,0.5,0.11,0.03
30041,0.5,0.37,0.08
30042,0.5,0.93,0.19
30043,0.5,0.45,0.38
30044,0.5,0.43,0.07
30045,0.5,0.49,0.12
30046,0.5,0.65,0.28
30047,0.5,0.62,0.26
30048,0.5,0.32,0.21
30049,0.5,0.78,0.02
30050,0.5,0.91,0.45
30051,0.5,0.09,0.03
30052,0.5,0.66,0.17
30053,0.5,0.39,0.14
30054,0.5,0.52,0.25
30055,0.5,0.58,0.38
30056,0.5,0.16,0.1
30057,0.5,0.09,0.07
30058,0.5,0.6,0.6
30059,0.5,0.11,0.04
30060,0.5,0.39,0.44
30061,0.5,0.9,0.1
30062,0.5,0.59,0.17
30063,0.5,0.32,0.1
30064,0.5,0.87,0.13
30065,0.5,0.43,0.04
30066,0.5,0.11,0.01
30067,0.5,0.56,0.27
30068,0.5,0.29,0.28
30069,0.5,0.13,0.04
30070,0.5,0.2,0.13
30071,0.5,0.93,0.83
30072,0.5,0.89,0.16
30073,0.5,0.43,0.14
30074,0.5,0.95,0.5
30075,0.5,0.38,0.2
30076,0.5,0.04,0.04
30077,0.5,0.78,0.2
30078,0.5,0.23,0.16
30079,0.5,0.38,0.15
30080,0.5,0.87,0.49
30081,0.5,0.81,0.72
30082,0.5,0.94,0.06
30083,0.5,0.48,0.1
30084,0.5,0.52,0.28
30085,0.5,0.22,0.15
30086,0.5,0.27,0.15
30087,0.5,0.44,0.25
30088,0.5,0.24,0.17
30089,0.5,0.34,0.05
30090,0.5,0.14,0.06
30091,0.5,0.93,0.77
30092,0.5,0.08,0.05
30093,0.5,0.8,0.53
30094,0.5,0.88,0.21
30095,0.5,0.3,0.22
30096,0.5,0.41,0.34
30097,0.5,0.79,0.4
30098,0.5,0.39,0.19
30099,0.5,0.13,0.01
30100,0.5,0.14,0.05
30101,0.5,0.13,0.05
30102,0.5,0.41,0.21
30103,0.5,0.5,0.3
30104,0.5,0.65,0.69
30105,0.5,0.25,0.06
30106,0.5,0.65,0.44
30107,0.5,0.91,0.66
30108,0.5,0.3,0.24
30109,0.5,0.23,0.16
30110,0.5,0.87,0.24
30111,0.5,0.86,0.09
30112,0.5,0.19,0.22
30113,0.5,0.66,0.07
30114,0.5,0.71,0.25
30115,0.5,0.98,0.69
30116,0.5,0.4,0.16
30117,0.5,0.2,0.2
30118,0.5,0.42,0.39
30119,0.5,0.23,0.11
30120,0.5,0.76,0.43
30121,0.5,0.77,0.08
30122,0.5,0.03,0.04
30123,0.5,0.18,0.25
30124,0.5,0.46,0.42
30125,0.5,0.39,0.21
30126,0.5,0.16,0.03
30127,0.5,0.53,0.19
30128,0.5,0.67,0.34
30129,0.5,0.87,0.35
30130,0.5,0.43,0.27
30131,0.5,0.68,0.03
30132,0.5,0.28,0.1
30133,0.5,0.1,0.05
30134,0.5,0.93,0.1
30135,0.5,0.41,0.21
30136,0.5,0.54,0.08
30137,0.5,0.14,0.06
30138,0.5,0.46,0.12
30139,0.5,0.74,0.37
30140,0.5,0.13,0.05
30141,0.5,0.3,0.21
30142,0.5,0.81,0.65
30143,0.5,0.42,0.17
30144,0.5,0.8,0.62
30145,0.5,0.53,0.13
30146,0.5,0.14,0.06
30147,0.5,0.72,0.33
30148,0.5,0.45,0.1
30149,0.5,0.13,0.1
30150,0.5,0.84,0.79
30151,0.5,0.97,0.93
30152,0.5,0.32,0.16
30153,0.5,0.94,0.08
30154,0.5,0.97,0.2
30155,0.5,0.78,0.51
30156,0.5,0.67,0.41
30157,0.5,0.22,0.47
30158,0.5,0.88,0.69
30159,0.5,0.25,0.18
30160,0.5,0.61,0.3
30161,0.5,0.13,0.02
30162,0.5,0.53,0.15
30163,0.5,0.04,0.02
30164,0.5,0.92,0.85
30165,0.5,0.37,0.27
30166,0.5,0.82,0.14
30167,0.5,0.24,0.06
30168,0.5,0.15,0.22
30169,0.5,0.06,0.02
30170,0.5,0.23,0.34
30171,0.5,0.07,0.02
30172,0.5,0.68,0.68
30173,0.5,0.79,0.22
30174,0.5,0.76,0.41
30175,0.5,0.31,0.34
30176,0.5,0.89,0.08
30177,0.5,0.72,0.2
30178,0.5,0.56,0.17
30179,0.5,0.21,0.13
30180,0.5,0.41,0.13
30181,0.5,0.93,0.11
30182,0.5,0.81,0.71
30183,0.5,0.76,0.75
30184,0.5,0.48,0.26
30185,0.5,0.6,0.09
30186,0.5,0.39,0.15
30187,0.5,0.64,0.21
30188,0.5,0.86,0.48
30189,0.5,0.08,0.02
30190,0.5,0.31,0.06
30191,0.5,0.49,0.19
30192,0.5,0.16,0.04
30193,0.5,0.52,0.23
30194,0.5,0.22,0.06
30195,0.5,0.5,0.09
30196,0.5,0.83,0.8
30197,0.5,0.64,0.21
30198,0.5,0.68,0.03
30199,0.5,0.11,0.07
30200,0.5,0.8,0.54
30201,0.5,0.1,0.02
30202,0.5,0.3,0.08
30203,0.5,0.8,0.77
30204,0.5,0.11,0.12
30205,0.5,0.11,0.1
30206,0.5,0.37,0.17
30207,0.5,0.82,0.43
30208,0.5,0.32,0.1
30209,0.5,0.05,0.05
30210,0.5,0.82,0.13
30211,0.5,0.13,0.12
30212,0.5,0.47,0.27
30213,0.5,0.78,0.16
30214,0.5,0.49,0.08
30215,0.5,0.21,0.16
30216,0.5,0.64,0.44
30217,0.5,0.87,0.84
30218,0.5,0.15,0.12
30219,0.5,0.7,0.05
30220,0.5,0.92,0.1
30221,0.5,0.2,0.06
30222,0.5,0.06,0.04
30223,0.5,0.78,0.64
30224,0.5,0.36,0.13
30225,0.5,0.1,0.04
30226,0.5,0.89,0.3
30227,0.5,0.82,0.18
30228,0.5,0.41,0.23
30229,0.5,0.49,0.14
30230,0.5,0.34,0.14
30231,0.5,0.59,0.09
30232,0.5,0.51,0.1
30233,0.5,0.26,0.21
30234,0.5,0.36,0.3
30235,0.5,0.39,0.14
30236,0.5,0.86,0.35
30237,0.5,0.7,0.1
30238,0.5,0.33,0.15
30239,0.5,0.67,0.32
30240,0.5,0.94,0.09
30241,0.5,0.84,0.22
30242,0.5,0.6,0.07
30243,0.5,0.56,0.34
30244,0.5,0.19,0.02
30245,0.5,0.36,0.05
30246,0.5,0.85,0.09
30247,0.5,0.42,0.07
30248,0.5,0.85,0.48
30249,0.5,0.94,0.65
30250,0.5,0.2,0.18
30251,0.5,0.82,0.1
30252,0.5,0.52,0.29
30253,0.5,0.92,0.1
30254,0.5,0.25,0.3
30255,0.5,0.28,0.25
30256,0.5,0.62,0.52
30257,0.5,0.93,0.08
30258,0.5,0.33,0.3
30259,0.5,0.09,0.04
30260,0.5,0.57,0.15
30261,0.5,0.9,0.07
30262,0.5,0.72,0.23
30263,0.5,0.17,0.1
30264,0.5,0.3,0.11
30265,0.5,0.24,0.06
30266,0.5,0.07,0.01
30267,0.5,0.04,0.03
30268,0.5,0.22,0.0
30269,0.5,0.77,0.09
30270,0.5,0.78,0.05
30271,0.5,0.8,0.11
30272,0.5,0.31,0.21
30273,0.5,0.27,0.46
30274,0.5,0.63,0.46
30275,0.5,0.61,0.1
30276,0.5,0.11,0.06
30277,0.5,0.61,0.05
30278,0.5,0.67,0.05
30279,0.5,0.72,0.23
30280,0.5,0.86,0.72
30281,0.5,0.08,0.04
30282,0.5,0.11,0.02
30283,0.5,0.24,0.14
30284,0.5,0.4,0.05
30285,0.5,0.53,0.09
30286,0.5,0.15,0.1
30287,0.5,0.46,0.22
30288,0.5,0.44,0.16
30289,0.5,0.38,0.33
30290,0.5,0.06,0.02
30291,0.5,0.17,0.06
30292,0.5,0.8,0.38
30293,0.5,0.4,0.25
30294,0.5,0.81,0.61
30295,0.5,0.1,0.03
30296,0.5,0.59,0.43
30297,0.5,0.22,0.08
30298,0.5,0.38,0.07
30299,0.5,0.41,0.12
30300,0.5,0.91,0.31
30301,0.5,0.47,0.29
30302,0.5,0.45,0.08
30303,0.5,0.65,0.7
30304,0.5,0.45,0.14
30305,0.5,0.83,0.13
30306,0.5,0.8,0.17
30307,0.5,0.99,0.8
30308,0.5,0.59,0.11
30309,0.5,0.86,0.22
30310,0.5,0.88,0.65
30311,0.5,0.07,0.01
30312,0.5,0.72,0.3
30313,0.5,0.26,0.07
30314,0.5,0.15,0.09
30315,0.5,0.31,0.11
30316,0.5,0.63,0.32
30317,0.5,0.71,0.18
30318,0.5,0.74,0.09
30319,0.5,0.64,0.17
30320,0.5,0.84,0.38
30321,0.5,0.2,0.03
30322,0.5,0.18,0.07
30323,0.5,0.57,0.41
30324,0.5,0.25,0.09
30325,0.5,0.04,0.01
30326,0.5,0.57,0.11
30327,0.5,0.91,0.19
30328,0.5,0.88,0.22
30329,0.5,0.0,0.0
30330,0.5,0.25,0.07
30331,0.5,0.77,0.19
30332,0.5,0.15,0.1
30333,0.5,0.3,0.07
30334,0.5,0.41,0.09
30335,0.5,0.81,0.3
30336,0.5,0.15,0.01
30337,0.5,0.92,0.8
30338,0.5,0.91,0.29
30339,0.5,0.55,0.57
30340,0.5,0.24,0.1
30341,0.5,0.52,0.46
30342,0.5,0.65,0.41
30343,0.5,0.43,0.06
30344,0.5,0.7,0.62
30345,0.5,0.31,0.3
30346,0.5,0.32,0.2
30347,0.5,0.36,0.17
30348,0.5,0.19,0.1
30349,0.5,0.71,0.29
30350,0.5,0.46,0.48
30351,0.5,0.09,0.08
30352,0.5,0.29,0.26
30353,0.5,0.26,0.38
30354,0.5,0.11,0.1
30355,0.5,0.16,0.04
30356,0.5,0.07,0.08
30357,0.5,0.12,0.02
